Ticker,Security Type,Exchange,Country,Sector,Current Price,Shares Outstanding,Market Cap,Net Income,EPS,P/E Ratio (TTM),BVPS,P/B Ratio,Earnings Growth,Revenue Growth,Dividend Yield,Gross Margin,Profit Margin,Debt to Equity,Free Cash Flow,Current Ratio,Quick Ratio,ROE,ROA
0061.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.077,526260404.0,41574576.0,-309089984.0,-0.59,,-5.081,-0.015154498,,-0.038,,0.07834,-2.71265,,-74485752.0,0.026,0.011,,0.0055
0062.hk,EQUITY,HKG,Hong Kong,Industrials,10.96,534440283.0,5937631232.0,256982000.0,0.5,21.92,31.881,0.34377843,0.534,0.04,7.3,0.30763,0.03068,25.038,625388864.0,1.033,0.891,0.0155299995,0.01362
0063.hk,EQUITY,HKG,China,Real Estate,0.059,6352702084.0,374809408.0,1115000.0,-0.0,,0.077,0.7662338,-0.637,0.703,,0.76841,0.00677,107.893,66018124.0,0.345,0.278,0.0029300002,0.00833
0064.hk,EQUITY,HKG,Hong Kong,Financial Services,2.99,618197262.0,1885501696.0,41174000.0,0.08,37.375,13.709,0.2181049,,0.481,1.67,0.98621005,0.0946,,,7.549,7.541,0.01121,0.01045
0065.hk,EQUITY,HKG,Hong Kong,Energy,0.415,245536916.0,101897816.0,-51198000.0,-0.25,,0.669,0.6203288,,-0.304,,0.35239,-0.33253,0.787,,1.475,0.955,-0.30108,-0.08771
0066.hk,EQUITY,HKG,Hong Kong,Industrials,30.34,6214985540.0,190675746816.0,17461000192.0,2.81,10.797153,30.037,1.0100875,0.278,-0.065,4.32,0.33251,0.30053,44.201,-748750016.0,3.077,2.65,0.090959996,0.040799998
0069.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,4.66,3559868901.0,16802580480.0,124819000.0,0.27,17.259258,1.481,3.1465225,-0.389,0.007,3.22,0.55884,0.056939997,141.404,866516096.0,1.633,1.539,0.0254,0.0088
0070.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.065,1938823000.0,126023496.0,-98837000.0,-0.05,,0.501,0.12974052,,-0.047,,0.5082,-0.77024,9.296,22817000.0,1.259,0.583,-0.09127,-0.00863
0071.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,10.03,690959695.0,6978692608.0,695564032.0,1.01,9.930693,30.431,0.3295981,-0.137,-0.076,5.28,0.34074003,0.25269,0.356,582374528.0,8.046,7.921,0.0349,0.0255
0072.hk,EQUITY,HKG,Hong Kong,Communication Services,0.25,438353000.0,109588248.0,-18078000.0,-0.05,,0.422,0.59241706,,0.052,,0.36286998,-0.04896,65.915,38115752.0,1.013,0.576,-0.0806,-0.0113
0073.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,1.96,14900529.0,29205038.0,-24006000.0,-1.76,,7.54,0.25994694,,-0.634,,0.08259,-0.30999002,10.949,-21800000.0,2.355,0.983,-0.22952999,-0.12909001
0075.hk,EQUITY,HKG,Hong Kong,Real Estate,0.156,799557415.0,124730960.0,-84031000.0,-0.11,,1.217,0.12818407,,-0.454,,0.16766001,-0.02797,703.925,-225692752.0,1.23,0.272,-0.07093,0.00039
0076.hk,EQUITY,HKG,Hong Kong,Technology,0.234,444404073.0,105323768.0,-2523000.0,-0.04,,1.009,0.23191279,,-0.041,,0.045250002,-0.0058899997,0.046,-12914500.0,17.959,16.099,-0.00601,0.00897
0077.hk,EQUITY,HKG,Hong Kong,Industrials,0.445,271913000.0,121001280.0,8396000.0,0.03,14.833333,0.135,3.2962961,1.025,0.073,,0.18423,0.02023,547.36,81295624.0,0.641,0.599,0.22187,0.07468
0078.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.61,898800000.0,548268032.0,-1790000000.0,-2.0,,6.462,0.09439802,,0.089,,0.19999,-1.1371,206.003,677600000.0,0.436,0.114,-0.21327,-0.01238
0079.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.107,326077423.0,34890284.0,-4455000.0,-0.01,,0.686,0.15597668,,-0.068,,0.29496,-0.09596,65.337,5492125.0,0.481,0.464,-0.022939999,-0.02261
0080.hk,EQUITY,HKG,Hong Kong,Financial Services,0.415,1979550411.0,831411200.0,-20599404.0,-0.01,,0.043,9.651162,,-0.986,,1.0,0.0,,,16.587,16.4,-0.30833,-0.09295999
0081.hk,EQUITY,HKG,Hong Kong,Real Estate,2.5,3559374732.0,8898437120.0,353303008.0,0.11,22.727272,8.928,0.2800179,-0.679,-0.334,3.2,0.09741,0.00916,109.642,3581618944.0,1.984,0.56,0.01924,0.00844
0082.hk,EQUITY,HKG,China,Communication Services,0.083,4526135442.0,384721504.0,-10245000.0,-0.0,,0.155,0.53548384,,-0.268,,0.28865,-0.02881,2.816,-14014875.0,0.73,0.73,-0.01432,-0.020060001
0083.hk,EQUITY,HKG,Hong Kong,Real Estate,10.61,9150103814.0,98363613184.0,4019000064.0,0.45,23.577778,18.513,0.57311076,0.165,0.127,5.47,0.47599,0.49113998,2.977,3711875072.0,7.485,5.917,0.0238,0.00909
0084.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.068,1036919025.0,70510496.0,-106999000.0,-0.1,,0.881,0.07718502,,-0.216,,0.4982,-0.17392,35.524,24221750.0,1.036,0.452,-0.1166,-0.033800002
0085.hk,EQUITY,HKG,Hong Kong,Technology,1.41,2029872000.0,2943314432.0,416516000.0,0.21,6.714286,1.201,1.1740216,-0.552,-0.182,6.38,0.46732,0.19827999,17.003,-176314128.0,1.941,1.449,0.17895001,0.058969997
0086.hk,EQUITY,HKG,Hong Kong,Financial Services,3.85,1962799493.0,7615662080.0,1189299968.0,0.61,6.3114753,11.197,0.34384212,10.755,0.893,6.23,0.92091006,0.40703,45.61,,3.079,2.899,0.05677,0.03629
0087.hk,EQUITY,HKG,Hong Kong,Industrials,12.07,2848932500.0,90008141824.0,1222000000.0,0.92,13.119565,188.911,0.06389252,-0.787,0.157,5.63,0.37076,0.01386,34.102,2815624960.0,1.02,0.607,0.0034400001,0.014529999
0088.hk,EQUITY,HKG,Hong Kong,Real Estate,3.42,617531425.0,2111957632.0,62800000.0,0.1,34.2,10.288,0.33242613,-0.332,-0.12,7.02,0.16667,1.74444,1.269,-232812496.0,19.667,3.159,0.00982,-0.00479
0089.hk,EQUITY,HKG,Hong Kong,Real Estate,2.24,287670000.0,644380864.0,-377288992.0,-1.31,,27.966,0.080097266,,-0.023,3.57,0.65190005,-0.79273003,31.957,42523876.0,1.091,0.677,-0.04483,0.0060799997
0090.hk,EQUITY,HKG,China,Utilities,1.39,458600000.0,637454016.0,35138000.0,0.08,17.375,1.921,0.72358143,-0.675,0.174,1.01,0.46897998,0.06162,47.807,-113377624.0,1.104,1.046,0.040549997,0.03723
0092.hk,EQUITY,HKG,Hong Kong,Energy,0.202,984706848.0,198910784.0,-44226000.0,-0.05,,0.117,1.7264959,,-0.701,,0.07112,-0.77168,12.335,-45618124.0,1.413,1.11,-0.48903,-0.16066
0093.hk,EQUITY,HKG,Hong Kong,Financial Services,0.54,2667643000.0,1440527232.0,31254000.0,0.01,54.000004,0.417,1.2949641,0.288,0.15,,1.0,0.18323,28.817,-168086624.0,8.986,8.159,0.02844,0.0232
0094.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.054,2782486584.0,155819248.0,-67784000.0,-0.03,,0.271,0.199262,,0.103,,-0.69635004,0.0,465.833,-61801876.0,0.923,0.726,-0.76146007,-0.08148
0095.hk,EQUITY,HKG,Hong Kong,Real Estate,0.35,6363766467.0,2322774784.0,-5481140224.0,-1.11,,2.129,0.16439644,,-0.465,,0.03184,-1.95006,147.214,6166523904.0,1.045,0.012,-0.23456,-0.003
0096.hk,EQUITY,HKG,China,Consumer Cyclical,0.61,636550000.0,388295520.0,90330000.0,0.16,3.8125002,1.542,0.39559013,0.021,0.06,2.33,0.14969,0.0434,83.988,156592368.0,0.945,0.564,0.099029996,0.016929999
0097.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.194,3047327395.0,603370816.0,-97000000.0,-0.03,,0.334,0.5808384,,-0.041,,0.09115,-0.06454,80.079,182875008.0,0.495,0.269,-0.09129,-0.02419
0098.hk,EQUITY,HKG,China,Basic Materials,7.6,420649134.0,3268443904.0,718544000.0,1.86,4.0860214,14.082,0.5396961,-0.284,0.117,8.42,0.08229999,0.03624,58.009,141919008.0,1.419,1.062,0.12628001,0.034879997
0099.hk,EQUITY,HKG,Hong Kong,Technology,1.2,478483794.0,574180608.0,-606977984.0,-1.27,,7.087,0.16932413,,0.063,4.58,0.27094,-0.22132999,46.588,161275744.0,1.575,1.232,-0.16399,0.0208
0101.hk,EQUITY,HKG,Hong Kong,Real Estate,9.31,5056646442.0,47532478464.0,2004000000.0,0.42,22.166668,26.615,0.34980276,-0.174,-0.19,5.59,0.62218,0.19841999,38.895,3021625088.0,1.529,0.624,0.018,0.01616
0103.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.76,520935541.0,395911008.0,18874000.0,0.03,25.333334,3.632,0.2092511,-0.424,-0.08,2.44,0.12795,0.00822,34.681,,1.353,1.1,0.01031,-0.0012800001
0104.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.236,747123000.0,176321024.0,24465000.0,0.03,7.866667,0.592,0.39864865,,0.011,11.34,0.32779,0.03449,37.444,93271376.0,1.435,1.016,0.05519,0.08427
0105.hk,EQUITY,HKG,Hong Kong,Real Estate,5.25,360000000.0,1890000000.0,-560630976.0,-1.56,,19.856,0.2644037,,0.015,7.24,0.68403,-1.87497,2.798,95466248.0,4.718,4.605,-0.07473,0.01306
0106.hk,EQUITY,HKG,Hong Kong,Real Estate,0.019,4711307545.0,89514848.0,-1509332992.0,-0.36,,-0.318,-0.059748426,,-0.921,,0.18066,-0.87451,,7562951680.0,0.545,0.121,-5.89934,-0.0054
0107.hk,EQUITY,HKG,China,Industrials,5.33,895320000.0,19658285056.0,1636096256.0,0.56,9.517857,6.21,0.85829306,0.035,-0.015,5.92,0.35404998,0.18,184.345,-216424704.0,1.384,1.209,0.09048,0.02641
0108.hk,EQUITY,HKG,Hong Kong,Real Estate,2.1,3219373986.0,6760685056.0,-916691968.0,-0.29,,0.321,6.5420556,6.386,-0.042,,0.65461,0.0,129.884,-94294752.0,0.777,0.232,-0.35092998,0.0086199995
0110.hk,EQUITY,HKG,Hong Kong,Technology,0.23,253555888.0,58824968.0,-15656000.0,-0.07,,-0.053,-4.339623,,0.175,,0.03092,-0.63045,,-27565500.0,0.758,0.691,,-0.15742
0111.hk,EQUITY,HKG,Hong Kong,Financial Services,0.4,641205600.0,256482256.0,13726000.0,0.02,20.0,1.532,0.26109663,0.258,-0.03,,0.88442004,0.08392,118.701,,0.584,0.562,0.01428,0.00653
0113.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,5.31,386059308.0,2092441472.0,198012000.0,0.5,10.62,9.154,0.58007425,-0.49,-0.149,8.47,0.44702998,0.10304,27.26,224887504.0,3.959,3.793,0.05573,0.02614
0114.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.62,604490763.0,380829184.0,32875000.0,0.05,12.4,0.955,0.6492147,,0.023,9.68,0.29062,0.046719998,0.642,42854124.0,2.868,1.827,0.05629,0.013990001
0115.hk,EQUITY,HKG,Hong Kong,Real Estate,4.42,20709308.0,91535144.0,-231632000.0,-20.48,,17.734,0.24923876,,0.589,,-0.32353002,-0.79456,96.614,166109872.0,0.485,0.145,-0.46886003,-0.045450002
0116.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,12.49,671712000.0,8705387520.0,1180123008.0,1.75,7.1371427,20.493,0.6094764,0.729,-0.025,4.56,0.3105,0.05653,45.102,-504870624.0,2.755,0.329,0.09053001,0.051170003
0117.hk,EQUITY,HKG,Hong Kong,Technology,0.56,744750000.0,417060000.0,-127998000.0,-0.19,,0.646,0.866873,,0.381,,0.19077998,-0.20263,295.636,-41728624.0,0.576,0.361,-0.23479,-0.01085
0118.hk,EQUITY,HKG,Hong Kong,Industrials,0.255,861930692.0,232721280.0,9056000.0,0.01,25.5,1.462,0.1744186,,0.116,,0.1916,0.00603,11.399,-44358376.0,1.808,1.274,0.01344,0.00759
0119.hk,EQUITY,HKG,Hong Kong,Real Estate,2.1,3821183118.0,8253755392.0,17505000.0,0.01,210.0,8.947,0.23471555,-0.443,0.481,1.0,0.17402,0.00037999998,146.631,-1124857600.0,1.828,0.498,0.00174,0.013789999
0120.hk,EQUITY,HKG,Hong Kong,Real Estate,0.095,1339620550.0,128603576.0,-340600000.0,-0.23,,0.497,0.19114688,,-0.949,,-1.24788,0.0,195.981,-368449984.0,2.633,0.128,-0.39738998,-0.025090002
0122.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,1.56,73832682.0,119608936.0,-39121688.0,-0.46,,19.937,0.078246474,,0.014,,0.79066,-0.39986,48.822,,1.175,1.108,,
0123.hk,EQUITY,HKG,Hong Kong,Real Estate,4.69,4025392913.0,18999855104.0,578280000.0,0.16,29.312502,14.079,0.33312026,-0.252,0.346,7.57,0.09398,0.0058600004,93.812,33836611584.0,1.624,0.507,0.01729,0.0071799997
0124.hk,EQUITY,HKG,Hong Kong,Real Estate,0.26,1711536850.0,453557248.0,-883899008.0,-0.52,,2.279,0.114085115,,3.696,,0.09222,-0.09105,405.235,3027976960.0,1.453,0.191,-0.18851,0.00717
0125.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.385,262778286.0,101169640.0,-32247000.0,-0.12,,2.397,0.16061743,,0.195,,0.11318,-0.03892,7.956,-66841376.0,2.191,1.658,-0.0496,-0.041199997
0126.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.164,1571359420.0,257702944.0,-135187008.0,-0.09,,1.872,0.08760684,,-0.142,,0.41919997,-0.23408002,59.058,210312624.0,0.586,0.255,-0.047199998,0.00296
0127.hk,EQUITY,HKG,Hong Kong,Real Estate,1.31,1907619079.0,2498980864.0,-2096726016.0,-1.1,,6.328,0.20701642,,-0.768,3.05,0.4344,0.0,14.565,-896326720.0,1.734,0.798,-0.16239999,-0.01115
0128.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.3,1650658676.0,495197632.0,15990000.0,-0.03,,0.619,0.48465267,,-0.595,,0.83985,0.32769,0.168,17344750.0,22.56,22.192,0.015570001,-0.0023
0129.hk,EQUITY,HKG,Hong Kong,Financial Services,0.29,1420635324.0,419087424.0,-3750594048.0,-2.75,,8.228,0.035245504,,-0.012,,0.63987,-1.55799,136.796,254985120.0,1.17,0.295,-0.28134,-0.02547
0130.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.169,287930000.0,48660168.0,-56546000.0,-0.2,,1.107,0.15266486,,-0.283,,0.80111,-0.55048,31.103,11473750.0,0.424,0.113,-0.15788001,-0.05431
0131.hk,EQUITY,HKG,Hong Kong,Real Estate,1.22,652676781.0,796265728.0,-989198976.0,-1.52,,8.843,0.13796222,,-0.171,3.28,0.25307,0.0,26.135,-792719488.0,3.143,0.599,-0.17992,-0.01723
0132.hk,EQUITY,HKG,Hong Kong,Industrials,0.255,1712329142.0,453767200.0,2562000.0,0.0,,0.66,0.38636363,-0.923,0.017,2.27,0.42938998,0.00318,284.561,-230743120.0,1.059,0.894,0.033180002,0.0137600005
0133.hk,EQUITY,HKG,Hong Kong,Financial Services,14.68,152333013.0,2254528512.0,201300512.0,10.27,1.429406,5.145,2.8532557,1.36,1.467,4.25,1.0,0.73313004,,160974832.0,1.143,1.143,0.29046,0.19058001
0135.hk,EQUITY,HKG,Hong Kong,Energy,7.28,8659000000.0,63470473216.0,5816000000.0,0.73,9.972603,7.736,0.9410548,-0.044,0.05,4.67,0.13032,0.03034,22.428,2288124928.0,1.894,1.553,0.10338,0.05114
0136.hk,EQUITY,HKG,Hong Kong,Communication Services,2.4,16400614615.0,40509517824.0,1159219968.0,0.08,30.000002,1.312,1.8292683,,0.199,,0.43817002,0.28711998,15.012,225435632.0,3.487,2.951,0.07012,0.03195
0137.hk,EQUITY,HKG,Hong Kong,Industrials,0.65,530289480.0,344688160.0,84935000.0,0.16,4.0625,3.193,0.20357029,0.915,0.181,,0.38006002,0.0617,41.906,-390675360.0,1.268,0.856,0.06146,0.0044
0138.hk,EQUITY,HKG,Hong Kong,Industrials,0.075,1599675452.0,119975656.0,-440000000.0,-0.28,,0.289,0.25951558,,-0.194,,0.21705,-0.85271,353.03,85125000.0,0.385,0.059,-0.65185,-0.035550002
0139.hk,EQUITY,HKG,Hong Kong,Financial Services,0.435,1228534802.0,540555328.0,-122974000.0,-0.14,,0.737,0.5902307,,0.358,,0.93482,-1.63481,25.397,,2.524,1.877,-0.16449,-0.111049995
0142.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,6.64,4261054029.0,28506449920.0,713699968.0,1.3,5.1076922,1.015,6.541872,0.403,0.007,3.92,0.36703,0.07073,104.339,122012496.0,1.274,0.998,0.15527001,0.050279997
0150.hk,EQUITY,HKG,Hong Kong,Communication Services,0.187,2035758431.0,380686848.0,-21031000.0,-0.01,,0.208,0.8990385,,-0.328,1.92,0.40140998,-0.03155,5.908,93179872.0,3.8,3.098,-0.04638,-0.01885
0151.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,5.15,11803071135.0,61139910656.0,4335564800.0,0.4,12.875,1.504,3.4242022,0.097,0.026,3.09,0.47592,0.18441,24.733,2865275648.0,1.531,1.155,0.25344,0.12449
0152.hk,EQUITY,HKG,Hong Kong,Industrials,8.61,2443735570.0,21064998912.0,2709932032.0,1.15,7.4869566,13.576,0.63420737,-0.259,0.009,6.95,0.22398001,0.17337999,116.412,-8378931712.0,0.776,0.522,0.06451,0.02382
0156.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.77,918691271.0,707392256.0,-626753984.0,0.05,15.4,1.934,0.39813855,,0.101,,0.61291003,-0.77067,50.166,20231500.0,0.856,0.79,-0.27085,-0.01355
0157.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,0.51,2002100932.0,1041092480.0,-62231000.0,-0.03,,0.242,2.107438,,0.687,,0.55519,-0.13487001,45.859,-19011624.0,1.454,0.947,-0.123100005,-0.00257
0158.hk,EQUITY,HKG,Hong Kong,Real Estate,64.0,25000000.0,1600000000.0,-316831008.0,-12.67,,276.819,0.231198,,0.026,5.31,0.76822996,-1.9351401,,101311128.0,3.6,3.6,-0.044460002,0.00979
0159.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.101,9280232131.0,937303488.0,-34612000.0,-0.0,,0.049,2.0612247,,,,0.0,0.0,20.317,-24584876.0,2.963,2.544,-0.07249,-0.020539999
0160.hk,EQUITY,HKG,Hong Kong,Real Estate,1.01,720429301.0,727633600.0,-675308992.0,-0.94,,14.612,0.069121264,,0.568,2.97,0.52025,-0.66683,58.294,327443136.0,2.528,1.426,-0.05483,0.01307
0162.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.042,1149694715.0,48287176.0,-557044992.0,-0.52,,0.259,0.16216215,,-0.124,,0.46713,-1.68618,1709.634,-111710624.0,0.13,0.109,-1.0637001,-0.01432
0163.hk,EQUITY,HKG,Hong Kong,Real Estate,0.199,5516318500.0,1114296448.0,-2320871936.0,-0.5,,3.071,0.06479974,,0.749,3.28,0.09106,0.0,101.741,1050955520.0,0.305,0.057,-0.11464,-0.00206
0164.hk,EQUITY,HKG,Hong Kong,Communication Services,0.38,291052723.0,110600040.0,-533000.0,-0.01,,-3.223,-0.11790257,,0.133,,0.15431,-0.01105,,5798625.0,0.221,0.196,,-0.12011
0165.hk,EQUITY,HKG,Hong Kong,Financial Services,9.25,1685253712.0,15773974528.0,-227615008.0,-0.14,,18.146,0.50975424,,,1.08,0.94376,-0.061979998,90.657,869274624.0,1.931,1.818,0.00085,0.01061
0166.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.047,8741776988.0,410863520.0,-123600000.0,-0.01,,0.117,0.40170938,,0.568,,-0.02014,-0.00918,2.111,-226200000.0,2.667,2.141,-0.114029996,-0.13609
0167.hk,EQUITY,HKG,Hong Kong,Technology,1.91,433332181.0,827664448.0,171615008.0,2.09,0.91387564,0.164,11.646341,0.722,-0.072,,0.25124002,1.01167,49.302,-72810376.0,2.019,1.563,,0.060900003
0168.hk,EQUITY,HKG,China,Consumer Defensive,55.5,655069178.0,88170299392.0,4629253632.0,3.71,14.959569,22.968,2.4164054,0.016,-0.002,4.29,0.417,0.14225,0.356,2859984384.0,1.587,1.409,0.15154,0.06202
0169.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.156,4697346488.0,789154240.0,-45115000.0,-0.01,,0.455,0.34285715,,0.211,,0.41682997,-0.040260002,0.112,-1017059136.0,1.841,0.175,-0.03654,0.016210001
0171.hk,EQUITY,HKG,Hong Kong,Real Estate,0.098,2304849611.0,232789808.0,-747582016.0,-0.32,,0.88,0.111363634,,,,0.94161004,0.0,176.38,224577632.0,0.633,0.075,-0.29307,-0.00654
0173.hk,EQUITY,HKG,Hong Kong,Real Estate,2.32,3152728607.0,7471966720.0,295180992.0,0.09,25.777777,12.888,0.18001242,-0.265,-0.133,3.02,0.14829001,0.04201,31.599,,2.733,0.936,0.0070599997,0.00411
0174.hk,EQUITY,HKG,Hong Kong,Real Estate,0.26,635570000.0,165248192.0,-182642000.0,-0.29,,-0.434,-0.59907836,,-0.309,,0.65834,-0.21132,74.991,387812864.0,0.792,0.332,-0.04156,0.01712
0175.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,17.53,10118793786.0,179608600576.0,15060227072.0,1.61,10.888199,8.887,1.9725442,-0.606,0.17,1.88,0.15845,0.0557,26.175,37371539456.0,0.948,0.742,0.16756001,0.03068
0176.hk,EQUITY,HKG,Hong Kong,Technology,0.013,0.0,26423428.0,-266384000.0,-0.13,,-0.015,-0.8666667,,0.091,,0.22652,0.0,,42080500.0,0.652,0.025,-2.34924,-0.029070001
0177.hk,EQUITY,HKG,China,Industrials,10.07,1222000000.0,69039005696.0,4664093184.0,1.01,9.970297,7.996,1.2593796,0.031,-0.128,5.33,0.28113002,0.21084,70.472,-6117961216.0,0.755,0.564,0.09803,0.040939998
0178.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.61,3103189458.0,1923977472.0,76973000.0,0.03,20.333334,0.373,1.6353889,-0.617,-0.091,4.02,0.39848,0.01953,56.908,388634880.0,1.606,0.652,0.06388,0.02642
0179.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,29.68,927609034.0,27754061824.0,266452992.0,2.21,13.429864,3.001,9.890037,0.021,-0.011,2.06,0.23326,0.073470004,14.916,229384000.0,2.564,1.889,0.097670004,0.0401
0180.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.186,950588000.0,184414080.0,-203660000.0,-0.21,,1.934,0.09617373,,0.106,,0.7986,-0.55359,38.966,3194500.0,0.578,0.152,-0.10479999,0.0011999999
0181.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.1,1145546000.0,114554600.0,6810044.0,0.01,10.0,0.318,0.31446543,,-0.224,,0.48784,0.32187,0.193,-185972.0,3.587,3.576,0.01887,-0.0113699995
0182.hk,EQUITY,HKG,Singapore,Utilities,0.38,7802029158.0,2964771072.0,585702976.0,0.08,4.75,1.114,0.34111312,-0.425,-0.066,9.21,0.50227,0.22073,229.482,-3030429952.0,1.085,0.801,0.07017,0.018609999
0183.hk,EQUITY,HKG,Hong Kong,Real Estate,0.162,566912566.0,91839840.0,-66562000.0,-0.12,,2.342,0.069171645,,-0.095,,0.60872,-1.49837,24.905,-27200876.0,1.101,0.522,-0.04921,-0.00059999997
0184.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,2.18,340200000.0,755244032.0,179528992.0,0.53,4.113208,9.751,0.22356682,-0.874,-0.045,4.59,0.48121,0.10844,33.19,45755500.0,2.023,1.688,0.070310004,0.02286
0185.hk,EQUITY,HKG,Hong Kong,Real Estate,0.144,1913386669.0,275527648.0,-1087038976.0,-0.62,,0.046,3.1304348,,13.268,,-0.00075999997,-0.09072,10147.459,-1125570560.0,1.011,0.056,-1.4435899,-0.00361
0186.hk,EQUITY,HKG,Hong Kong,Real Estate,0.16,5492232889.0,878757184.0,1000000.0,0.0,,0.056,2.8571427,,-0.898,,0.11923,0.00068999996,254.52,112000000.0,1.128,0.4,-0.04952,0.00698
0187.hk,EQUITY,HKG,China,Industrials,4.76,100000000.0,6563268608.0,-4066486.0,-0.01,,1.409,3.3782825,,0.095,,0.18691,-0.00252,45.873,-7403595.0,1.889,1.453,0.0032499998,0.0070200004
0188.hk,EQUITY,HKG,Hong Kong,Financial Services,0.265,760261441.0,209071872.0,-36412000.0,-0.05,,0.823,0.3219927,,0.95,7.55,0.95043,-0.77661,15.585,,1.432,1.412,-0.054530002,-0.02922
0189.hk,EQUITY,HKG,China,Basic Materials,11.04,1732711637.0,19700932608.0,1282356992.0,0.83,13.301205,7.489,1.4741621,1.81,0.028,0.91,0.26413,0.08915,0.379,-236204000.0,2.685,2.11,0.09340999,0.055549998
0191.hk,EQUITY,HKG,Hong Kong,Industrials,0.59,883373901.0,521190560.0,-1675588992.0,-1.9,,16.286,0.036227435,,-0.289,,0.31845,-0.36263,87.118,,0.721,0.184,-0.09925,-0.00023
0193.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.197,233202559.0,45940904.0,-13895000.0,-0.07,,3.615,0.05449516,,-0.304,,0.80517,-0.26023,1.139,,8.377,7.657,-0.021659998,-0.0238
0194.hk,EQUITY,HKG,Hong Kong,Real Estate,4.44,378583440.0,1703625472.0,-403736000.0,-1.07,,27.806,0.15967777,,0.518,6.31,0.39191002,-0.36007,30.964,189203872.0,2.038,1.447,-0.03773,0.00055
0195.hk,EQUITY,HKG,Hong Kong,Basic Materials,0.28,1366000000.0,382480000.0,68390000.0,0.05,5.6,0.736,0.38043478,,0.945,,0.36064,0.08331,4.359,79690128.0,1.264,0.899,0.0992,0.0921
0196.hk,EQUITY,HKG,China,Energy,0.183,8979399700.0,1643230080.0,42252000.0,0.01,18.300001,0.385,0.4753247,14.299,-0.063,,0.13073,0.00774,133.066,415077120.0,1.156,0.935,0.01206,0.00574
0197.hk,EQUITY,HKG,Hong Kong,Consumer Defensive,0.365,209210453.0,76361816.0,-205083008.0,-1.16,,3.23,0.1130031,,-0.053,,0.05658,-0.47917,1.119,38007376.0,6.368,3.338,-0.30074,-0.0795
0199.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.8,907198410.0,725758720.0,-812982016.0,-0.9,,2.379,0.33627576,,76.867,,-0.88901,-2.0871,42.562,132889872.0,0.953,0.203,-0.34525,-0.084350005
0200.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,5.02,2274912625.0,11761298432.0,-180571008.0,-0.09,,0.428,11.7289715,,0.124,,0.78044,-0.00471,784.149,2427074304.0,0.579,0.518,-0.07974,0.03208
0201.hk,EQUITY,HKG,Hong Kong,Consumer Cyclical,0.073,8947051000.0,653134656.0,-27613000.0,-0.0,,0.472,0.15466101,,0.052,,0.40558997,-0.05129,15.032,95989752.0,0.28,0.265,-0.00672,0.0040599997
0202.hk,EQUITY,HKG,Hong Kong,Industrials,0.14,7294369363.0,1021211712.0,-69540000.0,-0.01,,0.146,0.95890415,,,,0.82663,-0.3717,37.718,193775872.0,0.889,0.665,-0.06142,0.011030001
0204.hk,EQUITY,HKG,Hong Kong,Financial Services,0.71,207545940.0,153583984.0,-155800000.0,-3.35,,5.056,0.1404272,,1.111,,1.0,0.0,40.803,37908500.0,1.775,1.775,-0.48652,-0.01871
0205.hk,EQUITY,HKG,Hong Kong,Communication Services,0.345,1104214095.0,391996000.0,-10258000.0,-0.01,,0.236,1.4618644,,0.027,,0.31495002,-0.33562002,25.756,-9373750.0,2.097,1.016,-0.02409,-0.077589996
